	ID	First_name	Last_name	State	Gender	Age	GPA	Days_missed	Graduated
60	534	Henry	Daniels	Massachusetts	male	18.0	4.0	16.0	Yes
61	545	Thomas	Mcdonald	Texas	male	17.0	4.0	8.0	Yes
62	546	David	Hart	Indiana	male	17.0	3.0	16.77556109725686	Yes
63	553	Kathleen	Ford	Florida	female	18.0	4.0	17.0	Yes
64	558	Louise	James	Kentucky	female	16.0	3.5053763440860215	25.0	Yes
65	566	Shawn	Torres		male	19.0	4.0	16.77556109725686	Yes
66	582	Anna	Pierce	Indiana	female	17.0	3.5053763440860215	18.0	Yes
67	586	Robert	Patterson	Utah	male	16.0	3.5053763440860215	34.0	Yes
68	598	Janet	Franklin	Florida	female	16.958874458874458	3.0	16.77556109725686	Yes
69	605	James	Lane	Arizona	male	15.0	3.5053763440860215	30.0	Yes
70	606	Theresa	Simpson	District of Columbia	female	18.0	2.0	16.77556109725686	Yes
71	612	Karen	Torres	Florida	female	17.0	4.0	27.0	Yes
72	622	Antonio	Crawford	West Virginia	male	19.0	3.5053763440860215	30.0	Yes
73	632	Rachel	Collins	Texas	female	19.0	4.0	16.77556109725686	Yes
74	638	Robin	Grant	Alabama	female	16.958874458874458	2.0	3.0	Yes
75	641	Arthur	Sanchez	Georgia	male	16.0	4.0	16.77556109725686	Yes
76	645	Sean	Nguyen	Texas	male	19.0	3.5053763440860215	24.0	Yes
77	647	Phillip	Reid		male	15.0	4.0	11.0	Yes
78	654	Stephen	Simpson	New Jersey	male	16.0	2.0	3.0	Yes
79	661	Sarah	Crawford	Virginia	female	19.0	3.5053763440860215	34.0	Yes
80	666	Mildred	Ross	West Virginia	female	18.0	3.5053763440860215	24.0	Yes
81	668	John	Richards	Texas	male	16.958874458874458	4.0	25.0	Yes
82	672	Terry	Gray	Colorado	male	16.958874458874458	3.5053763440860215	34.0	Yes
83	676	Jack	Morrison	Alabama	male	16.958874458874458	2.0	16.77556109725686	Yes
84	685	Annie	Kennedy	Nevada	female	16.958874458874458	4.0	24.0	Yes
85	688	Fred	Gonzalez	Idaho	male	17.0	4.0	16.77556109725686	Yes
86	693	Sharon	Romero	North Carolina	female	17.0	3.5053763440860215	25.0	Yes
87	696	Henry	King	District of Columbia	male	16.958874458874458	2.0	16.77556109725686	Yes
88	698	Daniel	Bowman	Kentucky	male	16.0	4.0	31.0	Yes
89	709	Harry	Williamson	Pennsylvania	male	19.0	4.0	13.0	Yes
90	713	David	Riley	New York	male	18.0	3.5053763440860215	16.77556109725686	Yes
91	714	Bobby	Anderson	Pennsylvania	male	16.958874458874458	4.0	17.0	Yes
92	716	Ann	Coleman	Washington	female	17.0	2.0	16.77556109725686	Yes
93	734	Roger	Snyder	Kansas	male	18.0	4.0	21.0	Yes
94	739	Robert	Larson	Iowa	male	18.0	3.5053763440860215	3.0	Yes
95	745	Anne	Butler	California	female	17.0	3.5053763440860215	33.0	Yes
96	750	Margaret	Black	New York	female	18.0	4.0	16.77556109725686	Yes
97	755	Jessica	Elliott	Minnesota	female	16.958874458874458	4.0	28.0	Yes
98	758	Steven	George	Oregon	male	16.0	3.5053763440860215	11.0	Yes
99	766	Brenda	Martin	Texas	female	16.0	3.5053763440860215	16.77556109725686	Yes
100	780	Kimberly	Gordon	Minnesota	female	15.0	3.5053763440860215	16.77556109725686	Yes
101	786	Judith	Alvarez	Michigan	female	15.0	4.0	15.0	Yes
102	794	Rose	Ward	Texas	female	19.0	4.0	27.0	Yes
103	797	Kelly	Lopez	Alaska	female	16.958874458874458	3.5053763440860215	3.0	Yes
104	801	Justin	Clark	California	male	16.958874458874458	4.0	9.0	Yes
105	804	Jack	Peters	Nevada	male	15.0	3.0	2.0	Yes
106	824	Patrick	Ross	Texas	male	17.0	4.0	26.0	Yes
107	843	Cheryl	Harvey		female	16.958874458874458	4.0	4.0	Yes
108	844	Gloria	Ramos	Kansas	female	16.0	4.0	23.0	Yes
109	850	Marie	Wood	Michigan	female	16.958874458874458	3.5053763440860215	27.0	Yes
110	852	Gloria	Edwards	California	female	18.0	4.0	16.77556109725686	Yes
111	868	Ruby	Long	Minnesota	female	16.958874458874458	4.0	4.0	Yes
112	879	Victor	Kelley	California	male	17.0	3.0	16.77556109725686	Yes
113	886	Susan	Spencer	Missouri	female	19.0	4.0	17.0	Yes
114	887	Patricia	Hernandez	Arizona	female	19.0	4.0	14.0	Yes
115	917	Beverly	Tucker	Oklahoma	female	19.0	3.5053763440860215	19.0	Yes
116	919	Ralph	Perry	Texas	male	15.0	4.0	9.0	Yes
117	920	Patricia	Ellis	Florida	female	16.958874458874458	4.0	31.0	Yes
118	923	Angela	Arnold	New Jersey	female	15.0	4.0	11.0	Yes
119	935	Anna	Stone	Texas	female	18.0	4.0	17.0	Yes
120	936	Roger	Thompson	Virginia	male	18.0	2.0	16.77556109725686	Yes
121	945	Todd	Pierce	Missouri	male	19.0	3.5053763440860215	4.0	Yes
122	948	Maria	Marshall	Georgia	female	18.0	4.0	22.0	Yes
123	968	Teresa	Fisher	North Carolina	female	16.958874458874458	4.0	16.77556109725686	Yes
124	974	Phyllis	Smith		female	16.958874458874458	4.0	22.0	Yes
125	979	Betty	Reid	Delaware	female	15.0	3.0	3.0	Yes
126	988	Gloria	Ross	Missouri	female	16.958874458874458	4.0	16.77556109725686	Yes
127	989	Harry	Carr	Nebraska	male	16.0	3.5053763440860215	34.0	Yes
128	990	Anthony	Sanders	District of Columbia	male	15.0	4.0	2.0	Yes
129	995	Ralph	Lopez	District of Columbia	male	16.0	4.0	16.77556109725686	Yes
130	998	Jane	Rodriguez	Ohio	female	17.0	3.5053763440860215	20.0	Yes
131	1	Wayne	Boyd	Florida	Male	19.0	3.5053763440860215	9.0	Yes
132	2	Ann	Matthews	Pennsylvania	Female	18.0	3.0	16.77556109725686	Yes
133	6	Annie	Fisher	Virginia	Female	19.0	3.5053763440860215	5.0	Yes
134	8	Janet	Jenkins	Louisiana	Female	15.0	4.0	20.0	Yes
135	10	Henry	Woods	Colorado	Male	19.0	4.0	14.0	Yes
136	11	Stephanie	Harris		Female	16.958874458874458	3.5053763440860215	3.0	Yes
137	17	Sandra	Hudson		Female	16.958874458874458	4.0	20.0	Yes
138	19	Lori	Patterson	New York	Female	18.0	3.5053763440860215	17.0	Yes
139	20	Ann	Banks	Pennsylvania	Female	15.0	4.0	18.0	Yes
140	21	Sara	Williams		Female	17.0	3.5053763440860215	24.0	Yes
141	22	Benjamin	Butler	Connecticut	Male	18.0	3.5053763440860215	4.0	Yes
142	26	Katherine	Rodriguez	Arizona	Female	16.0	4.0	3.0	Yes
143	28	Joyce	Patterson	Virginia	Female	18.0	4.0	22.0	Yes
144	29	Jonathan	Wells	Indiana	Male	19.0	3.5053763440860215	20.0	Yes
145	33	Steven	Cooper	Arizona	Male	18.0	3.5053763440860215	20.0	Yes
146	35	Arthur	Campbell	Texas	Male	16.958874458874458	3.5053763440860215	32.0	Yes
147	36	Harold	Flores	New Mexico	Male	19.0	3.5053763440860215	16.77556109725686	Yes
148	38	Doris	Holmes	California	Female	15.0	4.0	20.0	Yes
149	39	Anna	Bradley	Virginia	Female	19.0	4.0	16.77556109725686	Yes
150	41	Wanda	Richards	Texas	Female	16.0	3.5053763440860215	7.0	Yes
151	42	Jimmy	Kelly	Louisiana	Male	16.958874458874458	3.5053763440860215	10.0	Yes
152	43	Marilyn	Marshall	New York	Female	16.958874458874458	3.5053763440860215	16.77556109725686	Yes
153	44	Donna	Jackson	Ohio	Female	19.0	4.0	18.0	Yes
154	45	Judy	Boyd	Louisiana	Female	18.0	3.5053763440860215	33.0	Yes
155	50	Christina	Little	Ohio	Female	15.0	3.5053763440860215	21.0	Yes
156	51	Diana	Ross	Texas	Female	16.958874458874458	2.0	16.77556109725686	Yes
157	52	William	Cooper	New York	Male	18.0	2.0	16.77556109725686	Yes
158	55	Harold	Powell	Tennessee	Male	16.958874458874458	3.5053763440860215	31.0	Yes
159	57	Marilyn	Simmons	South Carolina	Female	18.0	4.0	33.0	Yes
160	58	Susan	Roberts	Pennsylvania	Female	17.0	3.0	16.77556109725686	Yes
161	61	Joshua	Lewis	Missouri	Male	18.0	3.5053763440860215	15.0	Yes
162	62	Raymond	Hudson	Nebraska	Male	15.0	4.0	7.0	Yes
163	71	Melissa	Dunn	Massachusetts	Female	17.0	3.0	16.77556109725686	Yes
164	72	Eric	Roberts	California	Male	18.0	3.5053763440860215	32.0	Yes
165	73	Timothy	Smith	California	Male	15.0	4.0	20.0	Yes
166	75	Earl	Watson	Texas	Male	16.958874458874458	3.5053763440860215	6.0	Yes
167	76	Fred	Owens	Texas	Male	16.958874458874458	4.0	16.77556109725686	Yes
168	79	Johnny	Myers	Georgia	Male	16.958874458874458	3.5053763440860215	16.0	Yes
169	82	Keith	Sanchez	New York	Male	15.0	2.0	16.77556109725686	Yes
170	84	Judith	Nguyen	Missouri	Female	16.958874458874458	4.0	13.0	Yes
171	85	Kenneth	Ramirez		Male	19.0	3.5053763440860215	18.0	Yes
172	86	Margaret	Scott	North Carolina	Female	15.0	3.5053763440860215	19.0	Yes
173	87	Martha	Moreno	Kentucky	Female	19.0	2.0	16.77556109725686	Yes
174	89	Albert	Willis	Utah	Male	18.0	3.5053763440860215	13.0	Yes
175	92	Lois	Hanson	Washington	Female	19.0	4.0	31.0	Yes
176	93	Diane	Stanley	Ohio	Female	16.0	3.5053763440860215	20.0	Yes
177	96	Justin	Gardner	Nebraska	Male	16.958874458874458	3.5053763440860215	29.0	Yes
178	97	Edward	Hughes	California	Male	18.0	2.0	16.77556109725686	Yes
179	98	Lisa	Harper	Florida	Female	15.0	3.5053763440860215	23.0	Yes
180	100	Emily	Bradley		Female	17.0	3.5053763440860215	5.0	Yes
181	103	Debra	Woods		Female	19.0	4.0	13.0	Yes
182	104	Donna	Cooper	Florida	Female	15.0	3.5053763440860215	16.77556109725686	Yes
183	105	Jason	Wright	Virginia	Male	17.0	4.0	23.0	Yes
184	108	Debra	Larson	Virginia	Female	17.0	4.0	16.77556109725686	Yes
185	109	Carlos	Gibson	Connecticut	Male	15.0	4.0	28.0	Yes
186	110	Janet	Johnson	Virginia	Female	17.0	3.5053763440860215	16.0	Yes
187	111	Kathryn	Welch	Colorado	Female	15.0	4.0	16.77556109725686	Yes
188	114	Nancy	Olson	Illinois	Female	15.0	3.5053763440860215	16.77556109725686	Yes
189	115	Daniel	Jacobs	Missouri	Male	15.0	4.0	26.0	Yes
190	118	Lillian	Frazier	Nebraska	Female	15.0	4.0	21.0	Yes
191	124	Eugene	Harper	Louisiana	Male	19.0	4.0	14.0	Yes
192	125	Louis	Lewis	Utah	Male	15.0	4.0	17.0	Yes
193	126	Janice	Watson		Female	18.0	3.0	16.77556109725686	Yes
194	127	Shawn	Grant	Florida	Male	15.0	3.5053763440860215	21.0	Yes
195	128	Margaret	Johnston	Texas	Female	19.0	2.0	2.0	Yes
196	130	Lillian	Perez	Colorado	Female	16.958874458874458	4.0	19.0	Yes
197	133	Joshua	Lynch	Connecticut	Male	18.0	3.5053763440860215	7.0	Yes
198	138	Elizabeth	Ryan	Washington	Female	15.0	3.5053763440860215	3.0	Yes
199	141	Jesse	Woods		Male	16.0	4.0	6.0	Yes
200	142	Lori	Alvarez	Tennessee	Female	15.0	4.0	25.0	Yes
201	143	Sara	Collins	Minnesota	Female	18.0	3.0	3.0	Yes
202	144	Nicholas	Graham	Georgia	Male	18.0	4.0	16.77556109725686	Yes
203	145	Sara	Armstrong	Georgia	Female	16.0	3.5053763440860215	7.0	Yes
204	146	Ernest	Harper	Alaska	Male	15.0	4.0	32.0	Yes
205	147	Willie	Fisher	Ohio	Male	18.0	3.5053763440860215	7.0	Yes
206	149	Jason	Moreno	Virginia	Male	16.958874458874458	4.0	16.0	Yes
207	150	Rose	Brooks	District of Columbia	Female	15.0	4.0	16.77556109725686	Yes
208	151	Shawn	Green		Male	18.0	3.5053763440860215	10.0	Yes
209	154	Wanda	Hawkins	Minnesota	Female	16.0	3.5053763440860215	30.0	Yes
210	155	Clarence	Baker	New York	Male	19.0	2.0	16.77556109725686	Yes
211	158	Raymond	Davis	New Mexico	Male	16.958874458874458	3.5053763440860215	30.0	Yes
212	159	Sharon	Fuller	Texas	Female	17.0	2.0	16.77556109725686	Yes
213	166	Janet	Martin	Kansas	Female	17.0	3.0	2.0	Yes
214	168	Tina	Lopez	Nevada	Female	16.958874458874458	3.0	16.77556109725686	Yes
215	170	Louise	Morales	Alaska	Female	15.0	2.0	16.77556109725686	Yes
216	171	Annie	Oliver	District of Columbia	Female	18.0	3.5053763440860215	11.0	Yes
217	176	Larry	Ross	Tennessee	Male	17.0	4.0	16.77556109725686	Yes
218	178	Andrea	Fox	Texas	Female	16.958874458874458	3.5053763440860215	11.0	Yes
219	179	Victor	Ferguson	California	Male	18.0	4.0	16.77556109725686	Yes
220	182	Eric	Hill	Georgia	Male	15.0	4.0	16.77556109725686	Yes
221	188	Walter	Brown	District of Columbia	Male	15.0	2.0	16.77556109725686	Yes
222	190	Diane	Collins	Louisiana	Female	17.0	4.0	25.0	Yes
223	191	Irene	Warren	Kansas	Female	17.0	3.0	16.77556109725686	Yes
224	192	Janet	Gibson	Tennessee	Female	19.0	4.0	16.77556109725686	Yes
225	194	Amy	Sullivan	Missouri	Female	19.0	3.0	16.77556109725686	Yes
226	196	Cheryl	Simmons	Virginia	Female	16.958874458874458	4.0	17.0	Yes
227	197	Maria	Torres		Female	15.0	4.0	6.0	Yes
228	198	Jonathan	Lewis	District of Columbia	Male	15.0	2.0	16.77556109725686	Yes
229	199	Jeremy	Dixon	Virginia	Male	15.0	3.5053763440860215	34.0	Yes
230	201	Heather	Foster		Female	15.0	4.0	24.0	Yes
231	202	Gary	Reid	Pennsylvania	Male	16.0	3.5053763440860215	14.0	Yes
232	204	Jean	Mendoza	Alabama	Female	15.0	4.0	6.0	Yes
233	207	Kathryn	Harris	Texas	Female	16.0	4.0	18.0	Yes
234	208	Jesse	Little	Georgia	Male	16.0	3.5053763440860215	5.0	Yes
235	209	Joan	Ward	Ohio	Female	19.0	2.0	16.77556109725686	Yes
236	210	Frances	Arnold	District of Columbia	Female	17.0	3.5053763440860215	16.77556109725686	Yes
237	211	Maria	Bowman	Virginia	Female	19.0	4.0	16.77556109725686	Yes
238	212	Robin	Perry	California	Female	15.0	4.0	2.0	Yes
239	215	Bonnie	Harris	Florida	Female	16.958874458874458	3.5053763440860215	8.0	Yes
240	217	Joan	Hamilton	Arizona	Female	15.0	3.5053763440860215	16.77556109725686	Yes
241	218	Terry	Rogers	Alabama	Male	17.0	4.0	10.0	Yes
242	223	Gary	Nichols	Florida	Male	17.0	3.5053763440860215	28.0	Yes
243	225	Catherine	Barnes	Pennsylvania	Female	16.958874458874458	3.5053763440860215	16.77556109725686	Yes
244	227	Terry	Thomas	Montana	Male	18.0	4.0	14.0	Yes
245	228	Melissa	Patterson	New York	Female	16.958874458874458	4.0	17.0	Yes
246	230	Lisa	Knight	Louisiana	Female	16.958874458874458	4.0	3.0	Yes
247	232	Harry	Holmes	South Carolina	Male	18.0	3.5053763440860215	13.0	Yes
248	233	Alan	Gonzales	Georgia	Male	16.958874458874458	4.0	4.0	Yes
249	235	Juan	Ross	Florida	Male	19.0	2.0	16.77556109725686	Yes
250	236	Amy	Gomez	New York	Female	19.0	3.5053763440860215	12.0	Yes
251	237	Patrick	Willis	Illinois	Male	17.0	3.5053763440860215	30.0	Yes
252	238	Carlos	Wallace	South Carolina	Male	16.958874458874458	3.5053763440860215	33.0	Yes
253	243	Andrew	Lopez	Connecticut	Male	16.958874458874458	3.5053763440860215	16.77556109725686	Yes
254	248	Phillip	Gonzalez	District of Columbia	Male	15.0	3.5053763440860215	16.77556109725686	Yes
255	252	Philip	Stone	California	Male	16.958874458874458	4.0	16.77556109725686	Yes
256	253	Frank	Vasquez	California	Male	15.0	4.0	16.77556109725686	Yes
257	256	Justin	Wheeler	California	Male	15.0	4.0	23.0	Yes
258	259	Michelle	Bradley	District of Columbia	Female	16.0	3.5053763440860215	32.0	Yes
259	260	Andrea	Warren	Florida	Female	18.0	3.5053763440860215	33.0	Yes
260	263	Richard	Collins	Kentucky	Male	18.0	2.0	16.77556109725686	Yes
261	264	Kenneth	Olson	Illinois	Male	19.0	3.5053763440860215	16.77556109725686	Yes
262	266	Carl	Montgomery		Male	16.958874458874458	4.0	29.0	Yes
263	269	Amy	Schmidt	California	Female	16.0	3.5053763440860215	3.0	Yes
264	272	Laura	Watson	Louisiana	Female	19.0	3.5053763440860215	13.0	Yes
265	273	Nicholas	Morgan	Minnesota	Male	18.0	3.5053763440860215	16.77556109725686	Yes
266	275	Raymond	Shaw	Oregon	Male	19.0	2.0	16.77556109725686	Yes
267	276	Denise	Garza	North Carolina	Female	15.0	3.5053763440860215	30.0	Yes
268	277	Bobby	Butler	District of Columbia	Male	16.958874458874458	3.5053763440860215	14.0	Yes
269	278	Dennis	Baker	Ohio	Male	16.958874458874458	3.5053763440860215	3.0	Yes
270	282	Juan	Hunt	California	Male	18.0	3.5053763440860215	8.0	Yes
271	283	Brian	Gibson	California	Male	19.0	4.0	17.0	Yes
272	291	Matthew	Sullivan	Texas	Male	16.0	2.0	16.77556109725686	Yes
273	293	Anthony	Roberts	Colorado	Male	17.0	2.0	16.77556109725686	Yes
274	294	Andrew	Marshall	Louisiana	Male	17.0	4.0	32.0	Yes
275	296	Julia	Carr	Texas	Female	17.0	4.0	16.77556109725686	Yes
276	298	Marie	Ford	Florida	Female	16.958874458874458	3.0	16.77556109725686	Yes
277	299	Clarence	Medina	District of Columbia	Male	18.0	4.0	16.77556109725686	Yes
278	301	Evelyn	Robertson	Florida	Female	15.0	3.5053763440860215	2.0	Yes
279	302	Mark	Frazier	Kentucky	Male	16.958874458874458	2.0	3.0	Yes
280	306	David	Thompson	Texas	Male	17.0	4.0	4.0	Yes
281	310	Helen	Jordan	South Carolina	Female	18.0	3.0	16.77556109725686	Yes
282	311	Stephanie	Moreno	Louisiana	Female	19.0	4.0	16.77556109725686	Yes
283	314	Anthony	Hart	Indiana	Male	18.0	4.0	16.77556109725686	Yes
284	317	Timothy	Gardner		Male	18.0	4.0	18.0	Yes
285	318	Gregory	Hunt	California	Male	16.958874458874458	4.0	10.0	Yes
286	319	Cynthia	Brown	Arizona	Female	16.958874458874458	3.5053763440860215	30.0	Yes
287	320	Nicholas	Campbell	North Carolina	Male	16.0	4.0	16.77556109725686	Yes
288	321	Steve	Garcia	Vermont	Male	17.0	3.0	16.77556109725686	Yes
289	327	Randy	Mason	Virginia	Male	16.958874458874458	4.0	31.0	Yes
290	329	Karen	Vasquez	Delaware	Female	15.0	4.0	23.0	Yes
291	331	Donna	Torres	New York	Female	17.0	3.5053763440860215	16.77556109725686	Yes
292	336	Kimberly	Reynolds	Georgia	Female	15.0	4.0	14.0	Yes
293	337	Annie	Morgan	Texas	Female	16.0	2.0	16.77556109725686	Yes
294	338	Jerry	Hanson		Male	15.0	4.0	9.0	Yes
295	342	Debra	Arnold	Florida	Female	17.0	3.5053763440860215	25.0	Yes
296	343	Judith	Cunningham	California	Female	15.0	4.0	25.0	Yes
297	345	Theresa	Garza		Female	15.0	3.5053763440860215	16.77556109725686	Yes
298	346	Angela	Sanchez	Nevada	Female	19.0	4.0	27.0	Yes
299	348	Angela	Jordan	North Carolina	Female	15.0	3.5053763440860215	23.0	Yes
300	349	Paula	Hunter		Female	16.958874458874458	4.0	5.0	Yes
301	353	Anna	Stephens		Female	16.0	4.0	16.77556109725686	Yes
302	357	Terry	Anderson	Washington	Male	18.0	4.0	6.0	Yes
303	361	Steven	Hansen	Wisconsin	Male	18.0	3.5053763440860215	16.77556109725686	Yes
304	363	Marie	Rice	Washington	Female	18.0	4.0	16.77556109725686	Yes
305	364	Christopher	Torres	Pennsylvania	Male	18.0	4.0	25.0	Yes
306	369	David	Lynch	Arizona	Male	15.0	3.5053763440860215	13.0	Yes
307	372	Larry	Harper		Male	17.0	4.0	4.0	Yes
308	374	Jessica	Jones	South Carolina	Female	17.0	2.0	3.0	Yes
309	376	Antonio	Hart	California	Male	18.0	4.0	16.77556109725686	Yes
310	381	Wanda	Edwards	District of Columbia	Female	15.0	3.5053763440860215	16.77556109725686	Yes
311	383	Louis	Nelson	New Mexico	Male	17.0	4.0	14.0	Yes
312	384	Teresa	Roberts	Illinois	Female	16.0	3.5053763440860215	30.0	Yes
313	385	Judith	Ross	Oklahoma	Female	15.0	3.5053763440860215	6.0	Yes
314	386	Clarence	Nguyen	California	Male	17.0	3.5053763440860215	8.0	Yes
315	387	Lois	Collins		Female	16.958874458874458	3.0	16.77556109725686	Yes
316	388	Aaron	Bishop	California	Male	17.0	4.0	12.0	Yes
317	389	James	Fields	Virginia	Male	19.0	2.0	16.77556109725686	Yes
318	392	Russell	Cook	New York	Male	16.958874458874458	2.0	16.77556109725686	Yes
319	394	Willie	Shaw	Texas	Male	16.0	2.0	16.77556109725686	Yes
320	395	Philip	Nichols	District of Columbia	Male	19.0	3.5053763440860215	34.0	Yes
321	398	Roy	Garcia	Michigan	Male	15.0	3.5053763440860215	34.0	Yes
322	401	David	Ramirez	California	Male	17.0	2.0	16.77556109725686	Yes
323	402	Richard	Alvarez	Pennsylvania	Male	16.0	4.0	19.0	Yes
324	409	Julie	Richardson	Georgia	Female	19.0	3.5053763440860215	6.0	Yes
325	410	Cynthia	Stanley	South Carolina	Female	15.0	4.0	17.0	Yes
326	411	Kenneth	Johnston	Massachusetts	Male	19.0	4.0	11.0	Yes
327	417	Sandra	Daniels	Nebraska	Female	18.0	3.0	16.77556109725686	Yes
328	419	Frances	Marshall	Texas	Female	19.0	3.5053763440860215	30.0	Yes
329	420	Gerald	Stevens	Florida	Male	19.0	4.0	16.77556109725686	Yes
330	421	Sean	Perez	California	Male	15.0	4.0	29.0	Yes
331	422	Robert	Flores		Male	18.0	3.5053763440860215	17.0	Yes
332	423	Daniel	Lee		Male	16.0	4.0	7.0	Yes
333	428	Timothy	Watkins	Nevada	Male	16.0	4.0	4.0	Yes
334	430	Gregory	Ramos		Male	16.0	3.0	16.77556109725686	Yes
335	432	Terry	Murphy	Wisconsin	Male	18.0	3.5053763440860215	20.0	Yes
336	434	Wanda	Weaver	New Jersey	Female	18.0	4.0	22.0	Yes
337	437	Debra	Fernandez	New York	Female	16.0	3.5053763440860215	30.0	Yes
338	439	Juan	Duncan	Kentucky	Male	16.958874458874458	4.0	10.0	Yes
339	442	Willie	Owens	Washington	Male	16.0	4.0	3.0	Yes
340	443	Katherine	Fields		Female	17.0	4.0	34.0	Yes
341	445	Daniel	Young	Pennsylvania	Male	16.0	4.0	2.0	Yes
342	447	Robert	Brooks	Texas	Male	15.0	3.5053763440860215	7.0	Yes
343	452	Walter	Meyer		Male	16.0	3.5053763440860215	13.0	Yes
344	454	Ashley	Martin	New York	Female	16.0	3.5053763440860215	32.0	Yes
345	457	Julia	Jacobs		Female	19.0	4.0	32.0	Yes
